Year;Country Code;Country Name;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population)
1995;VEN;Venezuela, RB;99.80000305;0.117686841;2974.1;78.09;3.951662724;12692.59608;3770000.22;71.321;1.841222258;24.86376509;4.5;13.986
1996;VEN;Venezuela, RB;116.5999985;0.115431091;3034.3;81.99;-0.197837257;12410.25775;3230000.109;71.451;2.598539689;25.37911683;4.3533381;13.664
1997;VEN;Venezuela, RB;82.59999847;0.113540116;3084;87.86;6.370931401;12939.58332;7609999.865;71.596;4.693546118;25.89166487;4.3533381;13.35
1998;VEN;Venezuela, RB;48;0.111342202;3092.5;87.07;0.294055161;12726.41127;3289999.963;71.756;8.629802164;26.40277082;4.3533381;13.041
1999;VEN;Venezuela, RB;68;0.109225668;3322.1;91.57;-5.970458146;11739.11017;2780000.12;71.93;15.9425457;26.91439374;4.234170838;12.738
2000;VEN;Venezuela, RB;33.1;0.107264888;3247.9;96.5;3.686944167;11944.20584;3859999.985;72.112;22.51600355;27.42752225;4.115003575;12.441
2001;VEN;Venezuela, RB;51.86;0.105410624;3308.6;99.9;3.394236108;12122.12134;3609999.925;72.294;26.26170594;27.94226178;3.995836312;12.15
2002;VEN;Venezuela, RB;33.17;0.099599975;3184.8;99.31;-8.855647353;10848.81672;3710000.009;72.466;26.06289906;28.45689927;3.87666905;12.124
2003;VEN;Venezuela, RB;1.937;0.101754785;3210.6;94.34;-7.75530005;9830.736771;2939999.997;72.618;27.4546972;28.96845304;3.757501787;12.098
2004;VEN;Venezuela, RB;0.56;0.101936431;3385.8;90.36;18.28660669;11429.40698;3360000.104;72.746;32.39262805;29.47292557;3.638334525;12.072
2005;VEN;Venezuela, RB;2.112;0.10044473;3353.8;102.34;10.3179138;12400.77476;3729999.952;72.852;47.27417405;29.96706196;3.519167262;12.046
2006;VEN;Venezuela, RB;2.049;0.098881967;3415.7;107.29;9.872149109;13413.01409;5229999.869;72.938;69.97888358;30.44067116;3.4;12.02
2007;VEN;Venezuela, RB;2.09;0.097586541;3594.4;114.65;8.753578808;14374.37437;7720000.179;73.01;87.42099949;30.89123066;3.49;11.994
2008;VEN;Venezuela, RB;2.169;0.097699248;3428.4;105.9;5.277854124;14920.44741;5590000.034;73.071;99.19866715;31.3313667;5.015;11.969
2009;VEN;Venezuela, RB;1.857;0.092754421;3171.6;107.8;-3.202302657;14239.0392;7840000.003;73.116;100.3302093;31.77938779;6.54;11.943
2010;VEN;Venezuela, RB;1.21619;0.094936909;3576;109.55;-1.488791251;13825.35809;4450000.004;73.134;98.03161329;32.2430021;6.54;11.917
2011;VEN;Venezuela, RB;7.56177;0.09346322;3461.1;122.38;4.176425359;14179.19231;6590000.027;73.11;99.63349674;32.75139618;6.54;11.892
2012;VEN;Venezuela, RB;5.672040739;0.091954183;3760.2;115.41;5.625956975;14735.09354;6270589.59;73.037;104.1151279;33.28887138;6.54;11.877
2013;VEN;Venezuela, RB;5.198784;0.090654005;4007.3;117.02;1.343094036;14721.85595;1796686.515;72.918;103.7441238;33.7663069;6.54;11.867
2014;VEN;Venezuela, RB;4.068351195;0.089864801;4040.7;117.8;-3.894386475;14025.35756;3001638.8;72.762;101.6145342;34.06284678;6.54;11.856
2015;VEN;Venezuela, RB;4.12577123;0.089755181;3505.7;117.15;-6.221371027;13136.74374;6689226.181;72.584;96.71458807;34.10444873;6.54;11.846
2016;VEN;Venezuela, RB;3.996713403;0.090463841;3426.9;107.73;-17.0403346;10984.2452;4791794.013;72.405;92.46141578;33.837287;6.54;11.835
2017;VEN;Venezuela, RB;2.792915532;0.090046134;3138.3;116.0910054;-15.67140887;9406.502453;6338282.704;72.246;83.30482214;33.32057026;6.54;11.817
2018;VEN;Venezuela, RB;1.551290909;0.090083488;3508.510863;113.3499099;-19.62145259;7697.048782;7054437.171;72.50457865;71.76613811;32.73079191;6.54;11.792
2019;VEN;Venezuela, RB;;0.090258909;3332.159143;110.5281053;-15.22598364;10322.34023;0;72.373823;87.16636788;33.54497078;6.54;11.82468726
1960;VNM;Vietnam;;0.164854211;1856.4;20.9;3.805855668;377.5082811;0;59.039;0;103.432087;2.3;85.3
1961;VNM;Vietnam;;0.164854211;1856.4;20.9;3.805855668;377.5082811;0;59.72;0;103.432087;2.3;84.969
1962;VNM;Vietnam;;0.160018882;1953.3;22.2;3.805855668;377.5082811;0;60.387;0;106.5575194;2.3;84.631
1963;VNM;Vietnam;;0.155369846;2070.9;22.24;3.805855668;377.5082811;0;61.02;0;109.7459738;2.3;84.286
1964;VNM;Vietnam;;0.150897231;1909.8;22.54;3.805855668;377.5082811;0;61.581;0;112.9988602;2.3;83.936
1965;VNM;Vietnam;;0.146596772;1898.4;22.43;3.805855668;377.5082811;0;61.963;0;116.3137147;2.3;83.579
1966;VNM;Vietnam;;0.142460936;1762;21.28;3.805855668;377.5082811;0;62.037;0;119.6904605;2.3;83.216
1967;VNM;Vietnam;;0.138996512;1878.6;22.37;3.805855668;377.5082811;0;61.767;0;123.1157578;2.3;82.847
1968;VNM;Vietnam;;0.135700688;1681;21.26;3.805855668;377.5082811;620000.0048;61.186;0;126.5587299;2.3;82.471
1969;VNM;Vietnam;;0.132365346;1756.8;21.81;3.805855668;377.5082811;669999.9869;60.383;0;129.9798642;2.3;82.089
1970;VNM;Vietnam;4.599999905;0.129709178;2103.7;23.69;3.805855668;377.5082811;1580000.021;59.563;0;133.3521552;2.3;81.7
1971;VNM;Vietnam;3.400000095;0.12656226;2167.9;24.25;3.805855668;377.5082811;2170000.001;58.98;0;136.6679007;2.3;81.604
1972;VNM;Vietnam;3.400000095;0.124043659;2143.9;24.85;3.805855668;377.5082811;1700000.033;58.826;0;139.9381824;2.3;81.508
1973;VNM;Vietnam;3.5;0.121879193;2168;25.39;3.805855668;377.5082811;1669999.987;59.203;0;143.1795908;2.3;81.412
1974;VNM;Vietnam;3;0.119603267;2114.6;25.29;3.805855668;377.5082811;3260000.005;60.112;0;146.4178961;2.3;81.315
1975;VNM;Vietnam;0.899999976;0.116999423;2064.1;24.01;3.805855668;377.5082811;17030000.06;61.446;0;149.676454;2.3;81.218
1976;VNM;Vietnam;;0.11850892;2167.9;27.18;3.805855668;377.5082811;12189999.81;63.01;0;152.9548742;2.3;81.12
1977;VNM;Vietnam;;0.117574978;1873.6;26.56;3.805855668;377.5082811;33049999.21;64.547;0;156.2602906;2.3;81.022
1978;VNM;Vietnam;;0.115456384;1746.1;26.62;3.805855668;377.5082811;73359999.65;65.859;0;159.6332145;2.3;80.924
1979;VNM;Vietnam;;0.112439102;2002.6;29.67;3.805855668;377.5082811;69800001.38;66.865;0;163.1245445;2.3;80.825
1980;VNM;Vietnam;;0.10942885;2016.1;31.31;3.805855668;377.5082811;52209999.21;67.542;0;166.7696273;2.3;80.753
1981;VNM;Vietnam;;0.106442753;2127.9;33.34;3.805855668;377.5082811;53370000.72;67.942;0;170.5822084;2.3;80.691
1982;VNM;Vietnam;;0.10349506;2433.6;36.82;3.805855668;377.5082811;23019999.98;68.203;0;174.5500814;2.3;80.628
1983;VNM;Vietnam;;0.100604687;2539.4;38;3.805855668;377.5082811;26200000.04;68.439;0;178.6487573;2.3;80.565
1984;VNM;Vietnam;;0.097794385;2645.8;40.31;3.805855668;377.5082811;21310000.33;68.688;0;182.8400842;2.3;80.502
1985;VNM;Vietnam;;0.092221714;2691.8;40.76;3.805855668;382.9688846;33760000.23;68.972;0;187.0924483;2.3;80.439
1986;VNM;Vietnam;;0.089414918;2715.1;42.37;2.789291575;384.8221456;43769999.98;69.293;0;191.3848536;2.3;80.375
1987;VNM;Vietnam;;0.086763405;2606.8;42.54;3.583469633;389.8009099;48999999.53;69.624;0;195.7109957;2.3;80.312
1988;VNM;Vietnam;;0.083844644;2849.8;44.85;5.135011671;400.8905076;64330000.64;69.943;0;200.0689391;2.3;80.248
1989;VNM;Vietnam;;0.081141713;3089.2;48.26;7.364512893;421.1669308;54309999.47;70.252;0;204.4616855;2.3;80.109
1990;VNM;Vietnam;;0.078527568;3072.9;49.2;5.10091814;433.2839368;72059998.52;70.551;0;208.8815693;2.3;79.743
1991;VNM;Vietnam;;0.077307539;3006.4;49.82;5.960843932;449.5366532;69690000.77;70.842;0;213.3305294;2.3;79.371
1992;VNM;Vietnam;;0.077676772;3212.6;53.8;8.64604746;478.4368954;62629999.64;71.124;0.001128613;217.7746812;2.3;78.994
1993;VNM;Vietnam;;0.076292898;3361.6;56.28;8.072730657;506.9272974;69709999.79;71.399;0.005615467;222.1275861;2.3;78.613
1994;VNM;Vietnam;;0.074187504;3458.7;58.72;8.838980952;541.6145952;63669999.83;71.666;0.016971885;226.2779747;2.3;78.226
1995;VNM;Vietnam;;0.072126108;3570;61.82;9.540480175;583.3140846;56460000.99;71.923;0.031370785;230.1467357;2.7;77.834
1996;VNM;Vietnam;82.90000153;0.073012906;3666.3;65.07;9.340017496;628.0841471;40580000.4;72.168;0.090589114;233.7053151;2.6;77.437
1997;VNM;Vietnam;103.5999985;0.07348326;3758.3;67.99;8.152084143;669.9116597;44230000.98;72.399;0.208025819;236.9756797;2.6;77.035
1998;VNM;Vietnam;95.59999847;0.073775173;3876;71.14;5.764455464;699.6169421;44549999.72;72.617;0.285089901;239.9941934;2.8134768;76.629
1999;VNM;Vietnam;98.5;0.075914897;3971.2;75.73;4.773586881;724.479783;42390000.58;72.824;0.415850418;242.8211957;2.935825635;76.183
2000;VNM;Vietnam;117.332;0.077586886;4112.4;76.87;6.787316408;765.1856509;42539999.83;73.025;0.986803822;256.8971002;3.058174469;75.626
2001;VNM;Vietnam;135.363;0.082348207;4167.3;81.57;6.192893312;804.1988617;31679999.63;73.228;1.549611438;259.5470732;3.180523304;75.063
2002;VNM;Vietnam;151.91;0.080947421;4440.9;88.18;6.320820988;846.726292;25289999.9;73.438;2.33323338;262.5484044;3.302872139;74.489
2003;VNM;Vietnam;164.459;0.079961939;4506.7;91.89;6.899063492;896.7043758;20339999.7;73.654;3.331646206;265.4292773;3.425220973;73.908
2004;VNM;Vietnam;216.527;0.077886832;4690.9;96.34;7.536410612;955.4472671;26050000.19;73.875;5.971383996;267.8840939;3.547569808;73.317
2005;VNM;Vietnam;230.186;0.075841563;4726.2;100.24;7.547247727;1018.121124;30139999.64;74.092;11.44327269;270.3668881;3.669918643;72.719
2006;VNM;Vietnam;216.012;0.075019907;4749.8;103.42;6.977954812;1079.062488;22900000.04;74.295;22.32690764;272.8981843;3.792267477;72.112
2007;VNM;Vietnam;258.488;0.07386596;4846.2;107.4;7.129504484;1145.140038;31379999.99;74.474;52.70927603;275.4848615;3.914616312;71.496
2008;VNM;Vietnam;295.759;0.072846143;4897.6;113.45;5.661771208;1198.417214;26559999.85;74.625;86.81510552;278.1417519;4.036965147;70.872
2009;VNM;Vietnam;311.502;0.072337089;5080.3;115.89;5.397897543;1250.795761;30659999.89;74.745;112.7815365;280.879324;4.159313982;70.238
2010;VNM;Vietnam;426.91573;0.073179172;5177.5;118.59;6.423238217;1317.890706;32130000.16;74.837;126.8309427;283.7025543;5.36;69.583
2011;VNM;Vietnam;475.3856596;0.072437122;5381.2;123.12;6.240302749;1385.890385;47029999.24;74.904;143.2610195;286.6177347;3.872016044;68.92
2012;VNM;Vietnam;503.5503227;0.071281988;5462;131.57;5.247367156;1443.492615;38663336.64;74.958;146.6268374;289.6200439;4.586642308;68.248
2013;VNM;Vietnam;497.1798203;0.070771946;5425.5;132.92;5.421882991;1505.810949;44855752.2;75.006;136.343827;292.6870449;4.603050159;67.571
2014;VNM;Vietnam;450.2200379;0.07635644;5577.8;135.58;5.983654637;1579.189102;45212655.7;75.056;148.4488188;295.7867417;4.603050159;66.885
2015;VNM;Vietnam;384.47024;0.075509504;5601.2;138.67;6.679288789;1667.171891;51566379.52;75.11;129.8315152;298.8908182;4.603050159;66.191
2016;VNM;Vietnam;451.25618;0.074734038;5441;136.18;6.210811668;1752.531946;35681817.18;75.172;128.7907855;301.9922082;4.603050159;65.49
2017;VNM;Vietnam;453.34954;0.075009901;5434.4;136.3455671;6.81224566;1852.963037;30042078.07;75.241;126.8661299;305.0815687;4.603050159;64.787
2018;VNM;Vietnam;481.369979;0.075220066;5515.429289;137.0514876;7.075788617;1964.475991;24315229.47;75.14056811;147.1952734;308.1252459;4.603050159;64.081
2019;VNM;Vietnam;;0.074992246;5465.463737;136.8050748;6.598769672;1802.205694;0;75.18871702;131.0192736;303.3907453;4.603050159;65.16905549
1960;VUT;Vanuatu;;0.152195419;500;60.58;-11.39980671;2400.682116;0;48.975;0;5.390073831;7.4;89.596
1961;VUT;Vanuatu;;0.152195419;500;60.58;-11.39980671;2400.682116;0;49.498;0;5.390073831;7.4;89.417
1962;VUT;Vanuatu;;0.147505679;500;60.71;-11.39980671;2400.682116;0;50.031;0;5.561443806;7.4;89.235
1963;VUT;Vanuatu;;0.142967432;500;67.21;-11.39980671;2400.682116;0;50.576;0;5.737981952;7.4;89.05
1964;VUT;Vanuatu;;0.138667406;500;69.92;-11.39980671;2400.682116;0;51.131;0;5.915914684;7.4;88.862
1965;VUT;Vanuatu;;0.175037027;500;60.28;-11.39980671;2400.682116;0;51.694;0;6.092698934;7.4;88.671
1966;VUT;Vanuatu;;0.170168205;471.4;67.77;-11.39980671;2400.682116;0;52.259;0;6.267022149;7.4;88.478
1967;VUT;Vanuatu;;0.165607205;466.7;77.18;-11.39980671;2400.682116;0;52.819;0;6.439622642;7.4;88.282
1968;VUT;Vanuatu;;0.161176339;475;69.95;-11.39980671;2400.682116;0;53.372;0;6.616652994;7.4;88.082
1969;VUT;Vanuatu;;0.156764383;500;73.61;-11.39980671;2400.682116;19999.99955;53.915;0;6.802871206;7.4;87.88
1970;VUT;Vanuatu;;0.175691345;529.4;69.9;-11.39980671;2400.682116;19999.99955;54.451;0;7.003855619;7.4;87.675
1971;VUT;Vanuatu;;0.170435178;500;75.64;-11.39980671;2400.682116;129999.999;54.981;0;7.219852338;7.4;87.467
1972;VUT;Vanuatu;;0.165181865;526.3;58.76;-11.39980671;2400.682116;169999.9981;55.51;0;7.449466776;7.4;87.256
1973;VUT;Vanuatu;;0.16000512;500;65.54;-11.39980671;2400.682116;200000.003;56.043;0;7.690484003;7.4;87.042
1974;VUT;Vanuatu;;0.15500031;500;81.17;-11.39980671;2400.682116;230000.0061;56.582;0;7.938802297;7.4;86.825
1975;VUT;Vanuatu;;0.160225919;500;80.13;-11.39980671;2400.682116;380000.0102;57.128;0;8.191878589;7.4;86.605
1976;VUT;Vanuatu;;0.155330757;500;85.68;-11.39980671;2400.682116;439999.9976;57.684;0;8.450041017;7.4;86.381
1977;VUT;Vanuatu;;0.16007533;500;92.72;-11.39980671;2400.682116;350000.0015;58.249;0;8.712059065;7.4;86.155
1978;VUT;Vanuatu;;0.155385951;500;97.83;-11.39980671;2400.682116;339999.9886;58.819;0;8.974979491;7.4;85.926
1979;VUT;Vanuatu;;0.159930341;500;96.94;-11.39980671;2400.682116;630000.0102;59.391;0;9.232895816;7.4;85.632
1980;VUT;Vanuatu;;0.155713384;520;85.46;-11.39980671;2070.925157;659999.9685;59.961;0;9.482936833;7.4;85.26
1981;VUT;Vanuatu;;0.160282096;520;101.36;4.199653092;2104.304838;970000.0137;60.528;0;9.724446267;7.4;84.88
1982;VUT;Vanuatu;;0.15651386;520;90.44;10.70011702;2274.702059;1010000.005;61.087;0;9.9585726;7.4;84.492
1983;VUT;Vanuatu;;0.161018928;520;98.19;13.83309493;2530.700778;990000.0244;61.632;0;10.18941756;7.4;84.095
1984;VUT;Vanuatu;;0.157419578;520;108.57;9.586036627;2711.301617;769999.9884;62.158;0;10.42239541;7.4;83.69
1985;VUT;Vanuatu;0.100000002;0.153865091;519.7;100.58;0.983989349;2676.157751;899999.9874;62.659;0;10.66316653;7.4;83.278
1986;VUT;Vanuatu;0.100000002;0.150381593;515.4;104.5;-0.132122085;2612.113931;1009999.976;63.131;0;10.91017227;7.4;82.857
1987;VUT;Vanuatu;0.100000002;0.146973449;507.7;106.16;-2.893997295;2479.033509;1860000.029;63.574;0;11.16316653;7.4;82.427
1988;VUT;Vanuatu;0.100000002;0.143559559;500;97.96;-1.711512282;2380.00725;2320000.052;63.986;0;11.42863002;6.8;81.989
1989;VUT;Vanuatu;0.100000002;0.140061907;507.7;87.72;1.533397086;2357.627111;2029999.99;64.368;0;11.71402789;4.8;81.565
1990;VUT;Vanuatu;0.100000002;0.136450779;510.9;113.37;11.70648473;2565.72133;1419999.987;64.721;0;12.0240361;4.4;81.285
1991;VUT;Vanuatu;1;0.132699912;463.8;98.46;3.139321561;2573.524887;1809999.995;65.047;0;12.36390484;4.8;81.002
1992;VUT;Vanuatu;1.100000024;0.128890894;469.4;95.9;2.59201652;2564.445879;2169999.928;65.349;0;12.7292863;4.9315631;80.715
1993;VUT;Vanuatu;1.100000024;0.125200321;475.1;97.18;0.750740107;2509.718363;1240000.017;65.633;0;13.10451189;4.9315631;80.426
1994;VUT;Vanuatu;1.399999976;0.12185537;480.8;98.95;9.056387228;2663.884104;800000.0045;65.903;0.038993718;13.46423298;5;80.132
1995;VUT;Vanuatu;1.200000048;0.118935763;486.4;102;1.011760278;2626.36484;1779999.972;66.162;0.071956136;13.79474979;5.4781562;79.836
1996;VUT;Vanuatu;1.200000048;0.116467313;492.1;103.56;2.328455171;2631.74053;599999.9978;66.414;0.089679831;14.08712059;5.4781562;79.536
1997;VUT;Vanuatu;1.200000048;0.114337329;497.8;120.37;4.913239831;2710.549571;970000.0137;66.66;0.118339136;14.34954881;5.4781562;79.234
1998;VUT;Vanuatu;2.599999905;0.112367757;503.5;123.73;4.301466021;2778.44264;549999.9951;66.899;0.123604533;14.60106645;6.712090161;78.927
1999;VUT;Vanuatu;1.899999976;0.110335696;509.1;104.89;0.334788215;2737.330909;1069999.982;67.134;0.165503545;14.86997539;5.26;78.618
2000;VUT;Vanuatu;1.826;0.108124473;514.8;100.06;5.922044539;2841.329624;1239999.95;67.363;0.197327163;15.17407711;6.14;78.327
2001;VUT;Vanuatu;1.899;0.105697631;520.5;100.79;-3.488507759;2680.661021;710000.0009;67.583;0.184970854;15.52247744;5.39;78.047
2002;VUT;Vanuatu;2.108;0.103135314;526.2;91.92;-5.111218569;2481.98361;1000000.026;67.793;2.526815182;15.90812141;5.427142857;77.765
2003;VUT;Vanuatu;1.48;0.100523223;531.8;96.43;4.293431178;2522.986217;1040000.018;67.99;3.920405712;16.32149303;5.464285714;77.479
2004;VUT;Vanuatu;1.732;0.097978219;532.4;98.5;3.984754831;2557.09985;1029999.971;68.176;5.145816085;16.74544709;5.501428571;77.191
2005;VUT;Vanuatu;1.784;0.095564836;531;100.36;5.30285231;2626.372955;1210000.038;68.35;6.06454449;17.1683347;5.538571429;76.901
2006;VUT;Vanuatu;1.855;0.093296637;535.7;101.14;8.465159865;2781.086695;839999.9738;68.515;6.997247749;17.585726;5.575714286;76.608
2007;VUT;Vanuatu;1.966;0.091127798;551.7;103.65;5.173513258;2856.97076;1129999.995;68.672;11.84661369;18.00426579;5.612857143;76.313
2008;VUT;Vanuatu;1.86;0.089005981;546.7;106.21;6.448521358;2970.391863;119999.9973;68.824;16.02107662;18.43347006;5.65;76.015
2009;VUT;Vanuatu;1.614;0.086863238;558.1;103.72;3.312815802;2994.916842;0;68.974;57.19162465;18.88818704;5.02;75.714
2010;VUT;Vanuatu;0.17675;0.084670062;563.6;128.58;1.629081596;2966.857116;0;69.123;71.94203488;19.37744053;4.978514104;75.538
2011;VUT;Vanuatu;1.730136712;0.082422224;570.8;125.06;1.223225535;2923.420288;1250000.03;69.272;56.44109078;19.90590648;4.937028209;75.439
2012;VUT;Vanuatu;1.909;0.080160642;571.4;126.78;1.754749927;2893.095725;1170302.153;69.421;58.55093608;20.46751436;4.895542313;75.339
2013;VUT;Vanuatu;1.935996;0.077931693;633.3;134.44;1.96914608;2868.035416;1715587.81;69.57;49.58170164;21.05291222;4.854056417;75.239
2014;VUT;Vanuatu;1.996584;0.075789729;618;122.63;2.331006215;2854.223636;1215195.38;69.719;59.13531498;21.64790812;4.812570521;75.139
2015;VUT;Vanuatu;1.656;0.073765352;609.1;122.86;0.2;2783.542056;1859317.482;69.869;64.47755689;22.24200164;4.771084626;75.039
2016;VUT;Vanuatu;1.211181;0.071857148;609.1;124.05;3.5;2806.439547;1692331.843;70.021;78.54094061;22.83264971;4.72959873;74.938
2017;VUT;Vanuatu;1.628;0.074904627;614.7;124.5339935;4.4;2856.241242;1620239.735;70.172;79.86270183;23.4216571;4.688112834;74.837
2018;VUT;Vanuatu;1.663;0.07336991;611.4475107;123.5556799;3.2;2875.430406;904897.9431;69.93842956;85.90542572;24.00984413;4.752195409;74.726
2019;VUT;Vanuatu;;0.072490429;611.599561;123.6913302;3.326760438;2831.259646;0;70.05410905;77.78389869;23.1003893;4.720460511;74.89067448
1960;WSM;Samoa;;0.089202087;;82.46;0.431035976;2275.050526;0;56.902;0;39.6130742;3.6;81.074
1961;WSM;Samoa;;0.089202087;;82.46;0.431035976;2275.050526;0;57.188;0;39.6130742;3.6;81.014
1962;WSM;Samoa;;0.095011056;;90.19;0.431035976;2275.050526;0;57.472;0;40.91024735;3.6;80.939
1963;WSM;Samoa;;0.092004784;;92.71;0.431035976;2275.050526;0;57.756;0;42.24699647;3.6;80.859
1964;WSM;Samoa;;0.089182922;;97;0.431035976;2275.050526;0;58.045;0;43.58374558;3.6;80.779
1965;WSM;Samoa;;0.086577361;;85.34;0.431035976;2275.050526;0;58.34;0;44.89540636;3.6;80.699
1966;WSM;Samoa;;0.084179593;;80.41;0.431035976;2275.050526;0;58.642;0;46.17420495;3.6;80.618
1967;WSM;Samoa;;0.081981264;;75.95;0.431035976;2275.050526;0;58.951;0;47.41236749;3.6;80.407
1968;WSM;Samoa;;0.087280979;;85.82;0.431035976;2275.050526;109999.9994;59.266;0;48.5819788;3.6;80.156
1969;WSM;Samoa;;0.085409253;;93.61;0.431035976;2275.050526;359999.9994;59.589;0;49.64664311;3.6;79.903
1970;WSM;Samoa;;0.087321602;;84.96;0.431035976;2275.050526;610000.0031;59.919;0;50.58268551;3.6;79.647
1971;WSM;Samoa;;0.089400535;;99.26;0.431035976;2275.050526;720000.0118;60.256;0;51.38268551;3.6;79.389
1972;WSM;Samoa;;0.088257658;;94.52;0.431035976;2275.050526;1020000.011;60.599;0;52.04805654;3.6;79.248
1973;WSM;Samoa;;0.087328031;;92.28;0.431035976;2275.050526;900000.0059;60.948;0;52.60212014;3.6;79.168
1974;WSM;Samoa;;0.086552417;;97.68;0.431035976;2275.050526;999999.9777;61.301;0;53.07349823;3.6;79.088
1975;WSM;Samoa;;0.092495326;;96.48;0.431035976;2275.050526;1289999.949;61.661;0;53.48374558;3.6;79.008
1976;WSM;Samoa;;0.098446514;;95.87;0.431035976;2275.050526;1509999.953;62.031;0;53.83992933;3.6;78.927
1977;WSM;Samoa;;0.097895891;;100.77;0.431035976;2275.050526;1329999.976;62.41;0;54.14275618;3.6;78.887
1978;WSM;Samoa;;0.09741082;;94.78;0.431035976;2275.050526;1809999.958;62.796;0;54.41236749;3.6;78.867
1979;WSM;Samoa;;0.100168671;;107.33;0.431035976;2275.050526;1560000.047;63.184;0;54.67809187;3.6;78.847
1980;WSM;Samoa;;0.102877351;;111.14;0.431035976;2275.050526;2029999.949;63.567;0;54.95583039;3.6;78.827
1981;WSM;Samoa;;0.102297212;;106.64;0.431035976;2275.050526;3090000.026;63.937;0;55.26749117;3.6;78.807
1982;WSM;Samoa;;0.101669929;;119.44;0.431035976;2275.050526;1500000;64.289;0;55.60848057;3.6;78.8
1983;WSM;Samoa;;0.104829749;;111.12;0.431035976;2270.716418;1709999.956;64.617;0;55.95477032;3.6;78.8
